"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","60"
"Cow Dung","1"
"Electricity","3"
"Kerosene","13"
"LP Gas","195"
"Not stated","15"
"Others","0"
"Wood/Firewood","5239"
"Total","5526"
