"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","7"
"Male","9"
"","16"
"Hayu/Vayu",""
"Female","203"
"Male","159"
"","362"
"Magar",""
"Female","2763"
"Male","2005"
"","4768"
"Maithili",""
"Female","20"
"Male","38"
"","58"
"Majhi",""
"Female","14"
"Male","14"
"","28"
"Nepali",""
"Female","8380"
"Male","7110"
"","15490"
"Newar",""
"Female","1708"
"Male","1424"
"","3132"
"Not Reported",""
"Female","45"
"Male","36"
"","81"
"Others",""
"Female","10"
"Male","11"
"","21"
"Sunuwar",""
"Female","209"
"Male","214"
"","423"
"Tamang",""
"Female","2374"
"Male","1859"
"","4233"
