"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","5356"
"Christianity","252"
"Hindu","23493"
"Islam","6"
"Jainism","0"
"Kirat","5"
"Prakriti","291"
"Sikhism","0"
"Undefined","66"
"Total","29469"
