"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","6"
"Cow Dung","6"
"Electricity Fuel","0"
"KeroseneFuel","27"
"LP Gas","77"
"Not Sated about Fuel","22"
"OthersFuel","4"
"Wood/FireWood","5984"
"Total","6126"
