"Population by Five Years Age Group","Number"
"0-4",""
"Female","2176"
"Male","2238"
"10-14",""
"Female","2157"
"Male","2375"
"15-19",""
"Female","1244"
"Male","1540"
"20-24",""
"Female","1300"
"Male","1221"
"25-29",""
"Female","1266"
"Male","1239"
"30-34",""
"Female","1105"
"Male","1035"
"35-39",""
"Female","1001"
"Male","987"
"40-44",""
"Female","822"
"Male","849"
"45-49",""
"Female","588"
"Male","763"
"50-54",""
"Female","465"
"Male","529"
"55-59",""
"Female","419"
"Male","419"
"5-9",""
"Female","2829"
"Male","2991"
"60-64",""
"Female","449"
"Male","449"
"65-69",""
"Female","359"
"Male","379"
"70-74",""
"Female","255"
"Male","292"
"75+",""
"Female","200"
"Male","253"
