"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","8"
"Male","10"
"","18"
"Gurung",""
"Female","122"
"Male","101"
"","223"
"Kumal",""
"Female","8"
"Male","3"
"","11"
"Magar",""
"Female","2669"
"Male","1906"
"","4575"
"Maithili",""
"Female","5"
"Male","8"
"","13"
"Nepali",""
"Female","11484"
"Male","8508"
"","19992"
"Newar",""
"Female","650"
"Male","456"
"","1106"
"Others",""
"Female","12"
"Male","13"
"","25"
"Tharu",""
"Female","2"
"Male","14"
"","16"
"Urdu",""
"Female","16"
"Male","11"
"","27"
