"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","411"
"Cow Dung","5"
"Electricity Fuel","7"
"KeroseneFuel","21"
"LP Gas","258"
"Not Sated about Fuel","16"
"OthersFuel","0"
"Wood/FireWood","5216"
"Total","5934"
