"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","87"
"Cow Dung","3"
"Electricity Fuel","2"
"KeroseneFuel","45"
"LP Gas","2787"
"Not Sated about Fuel","11"
"OthersFuel","3"
"Wood/FireWood","5714"
"Total","8652"
