"Population by Mother tongue","Number"
"Bantawa",""
"Female","2073"
"Male","1896"
"Chamling",""
"Female","130"
"Male","125"
"Magar",""
"Female","128"
"Male","96"
"Maithili",""
"Female","5"
"Male","23"
"Nepali",""
"Female","4087"
"Male","3781"
"Newar",""
"Female","74"
"Male","75"
"Not Reported",""
"Female","21"
"Male","12"
"Others",""
"Female","28"
"Male","33"
"Puma",""
"Female","1169"
"Male","1115"
"Rai",""
"Female","180"
"Male","159"
"Tamang",""
"Female","111"
"Male","89"
"Thulung",""
"Female","18"
"Male","16"
