"Population by Five Years Age Group","Number"
"0-4",""
"Female","13488"
"Male","14525"
"10-14",""
"Female","25321"
"Male","25604"
"15-19",""
"Female","24743"
"Male","21937"
"20-24",""
"Female","19112"
"Male","15128"
"25-29",""
"Female","15465"
"Male","13264"
"30-34",""
"Female","13371"
"Male","10973"
"35-39",""
"Female","12886"
"Male","10734"
"40-44",""
"Female","11422"
"Male","10152"
"45-49",""
"Female","9789"
"Male","8987"
"50-54",""
"Female","8622"
"Male","8272"
"55-59",""
"Female","6174"
"Male","6196"
"5-9",""
"Female","19391"
"Male","19469"
"60-64",""
"Female","6012"
"Male","5425"
"65-69",""
"Female","4807"
"Male","4529"
"70-74",""
"Female","3582"
"Male","3355"
"75+",""
"Female","4816"
"Male","4386"
