"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","3213"
"Cow Dung","60"
"Electricity","31"
"Kerosene","548"
"LP Gas","12959"
"Not stated","699"
"Others","49"
"Wood/Firewood","63092"
"Total","80651"
