"Population by Mother tongue","Number"
"Bantawa",""
"Female","10"
"Male","17"
"Gurung",""
"Female","226"
"Male","195"
"Limbu",""
"Female","3536"
"Male","3120"
"Magar",""
"Female","310"
"Male","245"
"Maithili",""
"Female","5"
"Male","17"
"Majhi",""
"Female","69"
"Male","62"
"Nepali",""
"Female","5688"
"Male","4935"
"Newar",""
"Female","104"
"Male","105"
"Not Reported",""
"Female","21"
"Male","19"
"Others",""
"Female","14"
"Male","15"
"Rai",""
"Female","191"
"Male","178"
"Sanskrit",""
"Female","27"
"Male","27"
"Sherpa",""
"Female","85"
"Male","88"
"Tamang",""
"Female","1276"
"Male","1066"
"Yakkha",""
"Female","53"
"Male","43"
