"Population by Five Years Age Group","Number"
"0-4",""
"Female","1000"
"Male","1006"
"10-14",""
"Female","1344"
"Male","1314"
"15-19",""
"Female","1400"
"Male","1235"
"20-24",""
"Female","1107"
"Male","704"
"25-29",""
"Female","881"
"Male","553"
"30-34",""
"Female","693"
"Male","551"
"35-39",""
"Female","602"
"Male","494"
"40-44",""
"Female","614"
"Male","465"
"45-49",""
"Female","538"
"Male","478"
"50-54",""
"Female","536"
"Male","538"
"55-59",""
"Female","394"
"Male","386"
"5-9",""
"Female","1354"
"Male","1371"
"60-64",""
"Female","359"
"Male","361"
"65-69",""
"Female","254"
"Male","233"
"70-74",""
"Female","191"
"Male","176"
"75+",""
"Female","348"
"Male","267"
