"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","2"
"Cow Dung","2327"
"Electricity","0"
"Kerosene","57"
"LP Gas","17"
"Not stated","62"
"Others","119"
"Wood/Firewood","3757"
"Total","6341"
