"Population by Religion","Number"
"Bahai","2"
"Bon","0"
"Buddism","113"
"Christianity","923"
"Hindu","50303"
"Islam","748"
"Jainism","0"
"Kirat","0"
"Prakriti","2"
"Sikhism","6"
"Undefined","31"
"Total","52128"
