"Population by Single Year of Age","Number"
"0",""
"Female","222"
"Male","278"
"1",""
"Female","215"
"Male","224"
"10",""
"Female","378"
"Male","415"
"11",""
"Female","307"
"Male","325"
"12",""
"Female","342"
"Male","384"
"13",""
"Female","356"
"Male","359"
"14",""
"Female","369"
"Male","338"
"15",""
"Female","363"
"Male","337"
"16",""
"Female","328"
"Male","354"
"17",""
"Female","328"
"Male","296"
"18",""
"Female","379"
"Male","367"
"19",""
"Female","246"
"Male","189"
"2",""
"Female","235"
"Male","212"
"20",""
"Female","322"
"Male","236"
"21",""
"Female","259"
"Male","186"
"22",""
"Female","314"
"Male","229"
"23",""
"Female","244"
"Male","146"
"24",""
"Female","270"
"Male","156"
"25",""
"Female","313"
"Male","208"
"26",""
"Female","243"
"Male","144"
"27",""
"Female","252"
"Male","148"
"28",""
"Female","273"
"Male","144"
"29",""
"Female","176"
"Male","114"
"3",""
"Female","208"
"Male","250"
"30",""
"Female","309"
"Male","225"
"31",""
"Female","148"
"Male","106"
"32",""
"Female","206"
"Male","156"
"33",""
"Female","165"
"Male","121"
"34",""
"Female","166"
"Male","123"
"35",""
"Female","240"
"Male","153"
"36",""
"Female","146"
"Male","118"
"37",""
"Female","158"
"Male","131"
"38",""
"Female","166"
"Male","124"
"39",""
"Female","124"
"Male","111"
"4",""
"Female","298"
"Male","301"
"40",""
"Female","266"
"Male","229"
"41",""
"Female","114"
"Male","87"
"42",""
"Female","121"
"Male","131"
"43",""
"Female","116"
"Male","104"
"44",""
"Female","109"
"Male","81"
"45",""
"Female","173"
"Male","172"
"46",""
"Female","111"
"Male","102"
"47",""
"Female","107"
"Male","110"
"48",""
"Female","138"
"Male","109"
"49",""
"Female","81"
"Male","100"
"5",""
"Female","320"
"Male","321"
"50",""
"Female","170"
"Male","172"
"51",""
"Female","88"
"Male","96"
"52",""
"Female","101"
"Male","116"
"53",""
"Female","75"
"Male","90"
"54",""
"Female","66"
"Male","72"
"55",""
"Female","108"
"Male","111"
"56",""
"Female","78"
"Male","82"
"57",""
"Female","71"
"Male","68"
"58",""
"Female","70"
"Male","62"
"59",""
"Female","72"
"Male","58"
"6",""
"Female","345"
"Male","346"
"60",""
"Female","131"
"Male","115"
"61",""
"Female","62"
"Male","57"
"62",""
"Female","72"
"Male","57"
"63",""
"Female","55"
"Male","56"
"64",""
"Female","60"
"Male","60"
"65",""
"Female","59"
"Male","56"
"66",""
"Female","39"
"Male","34"
"67",""
"Female","61"
"Male","50"
"68",""
"Female","40"
"Male","38"
"69",""
"Female","39"
"Male","35"
"7",""
"Female","351"
"Male","374"
"70",""
"Female","42"
"Male","57"
"71",""
"Female","26"
"Male","38"
"72",""
"Female","35"
"Male","35"
"73",""
"Female","32"
"Male","41"
"74",""
"Female","26"
"Male","31"
"75",""
"Female","41"
"Male","40"
"76",""
"Female","21"
"Male","22"
"77",""
"Female","28"
"Male","21"
"78",""
"Female","27"
"Male","34"
"79",""
"Female","14"
"Male","10"
"8",""
"Female","349"
"Male","370"
"80",""
"Female","29"
"Male","16"
"81",""
"Female","11"
"Male","16"
"82",""
"Female","15"
"Male","12"
"83",""
"Female","13"
"Male","10"
"84",""
"Female","12"
"Male","16"
"85",""
"Female","64"
"Male","44"
"9",""
"Female","292"
"Male","340"
