"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","1172"
"Male","1113"
"Chhetri",""
"Female","1393"
"Male","1411"
"Dalit Others",""
"Female","37"
"Male","25"
"Damai/Dholi",""
"Female","142"
"Male","128"
"Danuwar",""
"Female","107"
"Male","111"
"Gharti/Bhujel",""
"Female","44"
"Male","34"
"Gurung",""
"Female","102"
"Male","87"
"Kami",""
"Female","310"
"Male","336"
"Magar",""
"Female","21"
"Male","19"
"Newar",""
"Female","578"
"Male","534"
"Others",""
"Female","15"
"Male","11"
"Sarki",""
"Female","13"
"Male","15"
"Sherpa",""
"Female","39"
"Male","36"
"Tamang",""
"Female","4974"
"Male","5110"
"Terai Others",""
"Female","8"
"Male","7"
