"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","899"
"Male","687"
"Chhetri",""
"Female","4768"
"Male","3905"
"Damai/Dholi",""
"Female","267"
"Male","211"
"Gharti/Bhujel",""
"Female","251"
"Male","221"
"Kami",""
"Female","573"
"Male","437"
"Magar",""
"Female","604"
"Male","474"
"Newar",""
"Female","985"
"Male","780"
"Others",""
"Female","36"
"Male","27"
"Sanyasi/Dasnami",""
"Female","218"
"Male","183"
"Sarki",""
"Female","271"
"Male","237"
"Tamang",""
"Female","2157"
"Male","1692"
"Thami",""
"Female","155"
"Male","158"
"Undefined Others",""
"Female","11"
"Male","3"
