"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","64"
"Cow Dung","2"
"Electricity","0"
"Kerosene","13"
"LP Gas","183"
"Not stated","13"
"Others","2"
"Wood/Firewood","4370"
"Total","4647"
