"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","7466"
"Christianity","370"
"Hindu","18586"
"Islam","0"
"Jainism","0"
"Kirat","0"
"Prakriti","2095"
"Sikhism","1"
"Undefined","25"
"Total","28544"
