"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","2333"
"Male","1950"
"","4283"
"Chhetri",""
"Female","2237"
"Male","1947"
"","4184"
"Dalit Others",""
"Female","48"
"Male","48"
"","96"
"Damai/Dholi",""
"Female","297"
"Male","268"
"","565"
"Danuwar",""
"Female","1205"
"Male","1020"
"","2225"
"Gharti/Bhujel",""
"Female","113"
"Male","119"
"","232"
"Gurung",""
"Female","10"
"Male","4"
"","14"
"Hyolmo",""
"Female","157"
"Male","155"
"","312"
"Kami",""
"Female","460"
"Male","373"
"","833"
"Magar",""
"Female","550"
"Male","531"
"","1081"
"Majhi",""
"Female","1322"
"Male","1117"
"","2439"
"Newar",""
"Female","1019"
"Male","919"
"","1938"
"Others",""
"Female","23"
"Male","21"
"","44"
"Rai",""
"Female","4"
"Male","9"
"","13"
"Sanyasi/Dasnami",""
"Female","849"
"Male","718"
"","1567"
"Sarki",""
"Female","503"
"Male","451"
"","954"
"Sherpa",""
"Female","24"
"Male","24"
"","48"
"Sunuwar",""
"Female","10"
"Male","9"
"","19"
"Tamang",""
"Female","3836"
"Male","3578"
"","7414"
"Thakuri",""
"Female","138"
"Male","107"
"","245"
"Tharu",""
"Female","3"
"Male","8"
"","11"
