"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","33"
"Cow Dung","43"
"Electricity","3"
"Kerosene","266"
"LP Gas","396"
"Not stated","199"
"Others","17"
"Wood/Firewood","44210"
"Total","45167"
