"Population by Mother tongue","Number"
"Baitadeli",""
"Female","130609"
"Male","114371"
"Bajhangi",""
"Female","148"
"Male","12"
"Bhojpuri",""
"Female","13"
"Male","10"
"Darchuleli",""
"Female","30"
"Male","5"
"Doteli",""
"Female","967"
"Male","725"
"Dzonkha",""
"Female","6"
"Male","5"
"Hindi",""
"Female","68"
"Male","24"
"Magar",""
"Female","12"
"Male","31"
"Maithili",""
"Female","15"
"Male","20"
"Nepali",""
"Female","1185"
"Male","1154"
"Not Reported",""
"Female","25"
"Male","19"
"Others",""
"Female","310"
"Male","303"
"Sign Language",""
"Female","21"
"Male","27"
"Surel",""
"Female","53"
"Male","57"
