"Population by Single Year of Age","Number"
"0",""
"Female","2800"
"Male","2979"
"1",""
"Female","2600"
"Male","2749"
"10",""
"Female","4043"
"Male","4230"
"11",""
"Female","2890"
"Male","2963"
"12",""
"Female","4236"
"Male","4197"
"13",""
"Female","3220"
"Male","3145"
"14",""
"Female","3437"
"Male","3215"
"15",""
"Female","3381"
"Male","3078"
"16",""
"Female","3141"
"Male","2890"
"17",""
"Female","2463"
"Male","2155"
"18",""
"Female","3521"
"Male","3148"
"19",""
"Female","1886"
"Male","1430"
"2",""
"Female","3217"
"Male","3377"
"20",""
"Female","3236"
"Male","2185"
"21",""
"Female","1892"
"Male","1242"
"22",""
"Female","2778"
"Male","1790"
"23",""
"Female","1982"
"Male","1176"
"24",""
"Female","2296"
"Male","1318"
"25",""
"Female","2885"
"Male","1697"
"26",""
"Female","1982"
"Male","1238"
"27",""
"Female","1381"
"Male","1018"
"28",""
"Female","2528"
"Male","1732"
"29",""
"Female","783"
"Male","665"
"3",""
"Female","3420"
"Male","3458"
"30",""
"Female","3448"
"Male","2151"
"31",""
"Female","719"
"Male","653"
"32",""
"Female","1732"
"Male","1406"
"33",""
"Female","1104"
"Male","850"
"34",""
"Female","1031"
"Male","803"
"35",""
"Female","3064"
"Male","2226"
"36",""
"Female","1263"
"Male","1064"
"37",""
"Female","705"
"Male","643"
"38",""
"Female","1628"
"Male","1207"
"39",""
"Female","572"
"Male","484"
"4",""
"Female","3585"
"Male","3798"
"40",""
"Female","3196"
"Male","2212"
"41",""
"Female","513"
"Male","564"
"42",""
"Female","1102"
"Male","1074"
"43",""
"Female","737"
"Male","647"
"44",""
"Female","645"
"Male","607"
"45",""
"Female","2370"
"Male","1874"
"46",""
"Female","740"
"Male","721"
"47",""
"Female","549"
"Male","527"
"48",""
"Female","1086"
"Male","1070"
"49",""
"Female","413"
"Male","424"
"5",""
"Female","3676"
"Male","4012"
"50",""
"Female","2297"
"Male","1863"
"51",""
"Female","400"
"Male","468"
"52",""
"Female","766"
"Male","933"
"53",""
"Female","492"
"Male","554"
"54",""
"Female","445"
"Male","475"
"55",""
"Female","1554"
"Male","1310"
"56",""
"Female","565"
"Male","659"
"57",""
"Female","388"
"Male","430"
"58",""
"Female","826"
"Male","871"
"59",""
"Female","370"
"Male","358"
"6",""
"Female","3566"
"Male","3589"
"60",""
"Female","2109"
"Male","1530"
"61",""
"Female","441"
"Male","409"
"62",""
"Female","800"
"Male","628"
"63",""
"Female","486"
"Male","412"
"64",""
"Female","363"
"Male","358"
"65",""
"Female","1704"
"Male","1000"
"66",""
"Female","415"
"Male","411"
"67",""
"Female","274"
"Male","281"
"68",""
"Female","561"
"Male","636"
"69",""
"Female","150"
"Male","210"
"7",""
"Female","2959"
"Male","3043"
"70",""
"Female","1318"
"Male","889"
"71",""
"Female","202"
"Male","212"
"72",""
"Female","428"
"Male","413"
"73",""
"Female","198"
"Male","288"
"74",""
"Female","117"
"Male","176"
"75",""
"Female","777"
"Male","513"
"76",""
"Female","153"
"Male","175"
"77",""
"Female","111"
"Male","125"
"78",""
"Female","204"
"Male","215"
"79",""
"Female","50"
"Male","82"
"8",""
"Female","3982"
"Male","4050"
"80",""
"Female","482"
"Male","304"
"81",""
"Female","54"
"Male","69"
"82",""
"Female","103"
"Male","104"
"83",""
"Female","56"
"Male","78"
"84",""
"Female","63"
"Male","83"
"85",""
"Female","457"
"Male","314"
"9",""
"Female","2929"
"Male","2797"
