"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","387"
"Cow Dung","29"
"Electricity Fuel","13"
"KeroseneFuel","235"
"LP Gas","8703"
"Not Sated about Fuel","117"
"OthersFuel","37"
"Wood/FireWood","14189"
"Total","23710"
