"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","287"
"Christianity","41"
"Hindu","16908"
"Islam","7"
"Jainism","0"
"Kirat","6"
"Prakriti","5"
"Sikhism","0"
"Undefined","4"
"Total","17259"
