"Population by Caste Ethinicity","Number"
"Badi",""
"Female","139"
"Male","148"
"","287"
"Bhote",""
"Female","119"
"Male","117"
"","236"
"Brahman - Hill",""
"Female","752"
"Male","851"
"","1603"
"Chhetri",""
"Female","5059"
"Male","5352"
"","10411"
"Dalit Others",""
"Female","96"
"Male","85"
"","181"
"Damai/Dholi",""
"Female","297"
"Male","317"
"","614"
"Gurung",""
"Female","14"
"Male","15"
"","29"
"Kami",""
"Female","493"
"Male","487"
"","980"
"Lohar",""
"Female","670"
"Male","654"
"","1324"
"Newar",""
"Female","7"
"Male","20"
"","27"
"Others",""
"Female","17"
"Male","47"
"","64"
"Sanyasi/Dasnami",""
"Female","164"
"Male","159"
"","323"
"Sarki",""
"Female","116"
"Male","141"
"","257"
"Tamang",""
"Female","8"
"Male","12"
"","20"
"Terai Others",""
"Female","12"
"Male","7"
"","19"
"Thakuri",""
"Female","195"
"Male","225"
"","420"
"Tharu",""
"Female","4"
"Male","19"
"","23"
