"Population by Mother tongue","Number"
"Bantawa",""
"Female","619"
"Male","567"
"","1186"
"Bhujel",""
"Female","43"
"Male","58"
"","101"
"Chamling",""
"Female","29"
"Male","27"
"","56"
"Dungmali",""
"Female","789"
"Male","627"
"","1416"
"Limbu",""
"Female","8"
"Male","5"
"","13"
"Magar",""
"Female","1263"
"Male","1103"
"","2366"
"Maithili",""
"Female","7"
"Male","17"
"","24"
"Nepali",""
"Female","5174"
"Male","4394"
"","9568"
"Newar",""
"Female","663"
"Male","546"
"","1209"
"Not Reported",""
"Female","64"
"Male","44"
"","108"
"Others",""
"Female","32"
"Male","39"
"","71"
"Rai",""
"Female","132"
"Male","110"
"","242"
"Tamang",""
"Female","627"
"Male","510"
"","1137"
"Thami",""
"Female","110"
"Male","80"
"","190"
