"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","3027"
"Christianity","60"
"Hindu","11458"
"Islam","6"
"Jainism","0"
"Kirat","2950"
"Prakriti","259"
"Sikhism","0"
"Undefined","8"
"Total","17768"
