"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","14"
"Electricity Fuel","0"
"KeroseneFuel","17"
"LP Gas","12"
"Not Sated about Fuel","2"
"OthersFuel","3"
"Wood/FireWood","3733"
"Total","3782"
