"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","9"
"LP Gas","0"
"Not Sated about Fuel","8"
"OthersFuel","0"
"Wood/FireWood","1851"
"Total","1869"
