"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","66"
"Cow Dung","3"
"Electricity","2"
"Kerosene","76"
"LP Gas","2772"
"Not stated","21"
"Others","3"
"Wood/Firewood","7368"
"Total","10311"
