"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","516"
"Male","416"
"","932"
"Chhetri",""
"Female","1756"
"Male","1501"
"","3257"
"Dalit Others",""
"Female","10"
"Male","11"
"","21"
"Damai/Dholi",""
"Female","311"
"Male","245"
"","556"
"Gharti/Bhujel",""
"Female","33"
"Male","28"
"","61"
"Gurung",""
"Female","102"
"Male","90"
"","192"
"Kami",""
"Female","738"
"Male","609"
"","1347"
"Kathabaniyan",""
"Female","10"
"Male","8"
"","18"
"Kumal",""
"Female","5"
"Male","9"
"","14"
"Limbu",""
"Female","778"
"Male","699"
"","1477"
"Magar",""
"Female","394"
"Male","341"
"","735"
"Newar",""
"Female","861"
"Male","809"
"","1670"
"Others",""
"Female","37"
"Male","33"
"","70"
"Rai",""
"Female","645"
"Male","557"
"","1202"
"Sanyasi/Dasnami",""
"Female","302"
"Male","270"
"","572"
"Sarki",""
"Female","84"
"Male","72"
"","156"
"Sherpa",""
"Female","281"
"Male","252"
"","533"
"Tamang",""
"Female","1814"
"Male","1574"
"","3388"
"Thakuri",""
"Female","23"
"Male","10"
"","33"
"Yakkha",""
"Female","678"
"Male","609"
"","1287"
