"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","4717"
"Christianity","68"
"Hindu","9033"
"Islam","1"
"Jainism","0"
"Kirat","3679"
"Prakriti","4"
"Sikhism","0"
"Undefined","19"
"Total","17521"
