"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","3"
"Cow Dung","0"
"Electricity Fuel","1"
"KeroseneFuel","18"
"LP Gas","2"
"Not Sated about Fuel","8"
"OthersFuel","0"
"Wood/FireWood","3602"
"Total","3634"
