"Population by Single Year of Age","Number"
"0",""
"Female","67"
"Male","64"
"1",""
"Female","56"
"Male","45"
"10",""
"Female","136"
"Male","163"
"11",""
"Female","102"
"Male","116"
"12",""
"Female","162"
"Male","151"
"13",""
"Female","158"
"Male","121"
"14",""
"Female","125"
"Male","129"
"15",""
"Female","172"
"Male","130"
"16",""
"Female","114"
"Male","102"
"17",""
"Female","113"
"Male","104"
"18",""
"Female","121"
"Male","112"
"19",""
"Female","83"
"Male","63"
"2",""
"Female","79"
"Male","77"
"20",""
"Female","114"
"Male","92"
"21",""
"Female","62"
"Male","50"
"22",""
"Female","113"
"Male","80"
"23",""
"Female","63"
"Male","43"
"24",""
"Female","90"
"Male","55"
"25",""
"Female","108"
"Male","82"
"26",""
"Female","84"
"Male","65"
"27",""
"Female","72"
"Male","60"
"28",""
"Female","93"
"Male","77"
"29",""
"Female","37"
"Male","50"
"3",""
"Female","75"
"Male","76"
"30",""
"Female","116"
"Male","93"
"31",""
"Female","39"
"Male","25"
"32",""
"Female","75"
"Male","58"
"33",""
"Female","36"
"Male","37"
"34",""
"Female","37"
"Male","36"
"35",""
"Female","108"
"Male","88"
"36",""
"Female","67"
"Male","44"
"37",""
"Female","45"
"Male","36"
"38",""
"Female","51"
"Male","43"
"39",""
"Female","26"
"Male","24"
"4",""
"Female","92"
"Male","85"
"40",""
"Female","148"
"Male","123"
"41",""
"Female","30"
"Male","23"
"42",""
"Female","50"
"Male","55"
"43",""
"Female","23"
"Male","24"
"44",""
"Female","20"
"Male","22"
"45",""
"Female","106"
"Male","96"
"46",""
"Female","29"
"Male","33"
"47",""
"Female","16"
"Male","21"
"48",""
"Female","49"
"Male","50"
"49",""
"Female","18"
"Male","19"
"5",""
"Female","99"
"Male","95"
"50",""
"Female","111"
"Male","109"
"51",""
"Female","29"
"Male","25"
"52",""
"Female","38"
"Male","41"
"53",""
"Female","29"
"Male","29"
"54",""
"Female","20"
"Male","31"
"55",""
"Female","72"
"Male","91"
"56",""
"Female","21"
"Male","28"
"57",""
"Female","17"
"Male","28"
"58",""
"Female","25"
"Male","44"
"59",""
"Female","12"
"Male","17"
"6",""
"Female","106"
"Male","102"
"60",""
"Female","73"
"Male","76"
"61",""
"Female","16"
"Male","24"
"62",""
"Female","19"
"Male","16"
"63",""
"Female","14"
"Male","12"
"64",""
"Female","8"
"Male","6"
"65",""
"Female","60"
"Male","58"
"66",""
"Female","13"
"Male","13"
"67",""
"Female","15"
"Male","18"
"68",""
"Female","10"
"Male","28"
"69",""
"Female","15"
"Male","12"
"7",""
"Female","98"
"Male","105"
"70",""
"Female","40"
"Male","42"
"71",""
"Female","3"
"Male","7"
"72",""
"Female","17"
"Male","19"
"73",""
"Female","12"
"Male","11"
"74",""
"Female","8"
"Male","8"
"75",""
"Female","29"
"Male","36"
"76",""
"Female","9"
"Male","11"
"77",""
"Female","5"
"Male","9"
"78",""
"Female","14"
"Male","13"
"79",""
"Female","2"
"Male","8"
"8",""
"Female","129"
"Male","83"
"80",""
"Female","19"
"Male","13"
"81",""
"Female","7"
"Male","5"
"82",""
"Female","2"
"Male","3"
"83",""
"Female","5"
"Male","3"
"84",""
"Female","3"
"Male","5"
"85",""
"Female","26"
"Male","20"
"9",""
"Female","112"
"Male","114"
