"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","255"
"Male","238"
"Chhetri",""
"Female","2064"
"Male","1942"
"Damai/Dholi",""
"Female","166"
"Male","186"
"Gharti/Bhujel",""
"Female","119"
"Male","148"
"Gurung",""
"Female","75"
"Male","59"
"Hajam/Thakur",""
"Female","5"
"Male","6"
"Kami",""
"Female","439"
"Male","431"
"Koiri/Kushwaha",""
"Female","5"
"Male","6"
"Magar",""
"Female","286"
"Male","264"
"Newar",""
"Female","538"
"Male","532"
"Others",""
"Female","28"
"Male","35"
"Sarki",""
"Female","95"
"Male","77"
"Sherpa",""
"Female","762"
"Male","724"
"Sunuwar",""
"Female","5"
"Male","7"
"Tamang",""
"Female","2861"
"Male","2509"
"Thakuri",""
"Female","34"
"Male","40"
"Thami",""
"Female","1866"
"Male","1642"
