"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","9430"
"Christianity","660"
"Hindu","53026"
"Islam","1283"
"Jainism","6"
"Kirat","61"
"Prakriti","19"
"Sikhism","0"
"Undefined","236"
"Total","64721"
