"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","53"
"Male","45"
"","98"
"Danuwar",""
"Female","4"
"Male","7"
"","11"
"Doteli",""
"Female","16"
"Male","16"
"","32"
"Hindi",""
"Female","24"
"Male","18"
"","42"
"Magahi",""
"Female","449"
"Male","453"
"","902"
"Magar",""
"Female","3915"
"Male","3707"
"","7622"
"Maithili",""
"Female","10754"
"Male","10846"
"","21600"
"Majhi",""
"Female","34"
"Male","36"
"","70"
"Musalman",""
"Female","58"
"Male","67"
"","125"
"Nepali",""
"Female","12979"
"Male","11726"
"","24705"
"Newar",""
"Female","230"
"Male","252"
"","482"
"Not Reported",""
"Female","54"
"Male","44"
"","98"
"Others",""
"Female","32"
"Male","33"
"","65"
"Rai",""
"Female","72"
"Male","56"
"","128"
"Sign Language",""
"Female","11"
"Male","19"
"","30"
"Sunuwar",""
"Female","30"
"Male","25"
"","55"
"Tamang",""
"Female","3798"
"Male","3646"
"","7444"
"Tharu",""
"Female","32"
"Male","41"
"","73"
"Urdu",""
"Female","318"
"Male","312"
"","630"
