"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","288"
"Cow Dung","31"
"Electricity Fuel","0"
"KeroseneFuel","58"
"LP Gas","12"
"Not Sated about Fuel","25"
"OthersFuel","0"
"Wood/FireWood","3346"
"Total","3760"
