"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","656"
"Cow Dung","18"
"Electricity Fuel","0"
"KeroseneFuel","32"
"LP Gas","424"
"Not Sated about Fuel","35"
"OthersFuel","11"
"Wood/FireWood","10034"
"Total","11210"
