"Population by Mother tongue","Number"
"Avadhi",""
"Female","403"
"Male","443"
"","846"
"Bhojpuri",""
"Female","5"
"Male","7"
"","12"
"Bote",""
"Female","7"
"Male","7"
"","14"
"Darai",""
"Female","12"
"Male","6"
"","18"
"Gurung",""
"Female","24"
"Male","23"
"","47"
"Hindi",""
"Female","140"
"Male","132"
"","272"
"Magar",""
"Female","96"
"Male","84"
"","180"
"Maithili",""
"Female","45"
"Male","59"
"","104"
"Nepali",""
"Female","15217"
"Male","12739"
"","27956"
"Newar",""
"Female","49"
"Male","36"
"","85"
"Others",""
"Female","18"
"Male","19"
"","37"
"Raji",""
"Female","55"
"Male","49"
"","104"
"Tamang",""
"Female","24"
"Male","19"
"","43"
"Tharu",""
"Female","13289"
"Male","12477"
"","25766"
"Urdu",""
"Female","189"
"Male","202"
"","391"
