"Population by Five Years Age Group","Number"
"0-4",""
"Female","1403"
"Male","1467"
"10-14",""
"Female","1510"
"Male","1520"
"15-19",""
"Female","1321"
"Male","1231"
"20-24",""
"Female","1077"
"Male","858"
"25-29",""
"Female","897"
"Male","675"
"30-34",""
"Female","653"
"Male","546"
"35-39",""
"Female","649"
"Male","522"
"40-44",""
"Female","485"
"Male","446"
"45-49",""
"Female","435"
"Male","402"
"50-54",""
"Female","367"
"Male","370"
"55-59",""
"Female","315"
"Male","354"
"5-9",""
"Female","1536"
"Male","1534"
"60-64",""
"Female","315"
"Male","290"
"65-69",""
"Female","184"
"Male","232"
"70-74",""
"Female","95"
"Male","123"
"75+",""
"Female","116"
"Male","105"
