"Number of households by type of outer wall","Number"
"BambooWall","2358"
"Cement Bonded Bricks/Stone Wall","4023"
"Mud Bonded Bricks/Stone Wall","3955"
"Not stated","84"
"Others","305"
"Unbaked Bricks","49"
"Wood/Planks","3541"
"Total","14315"
