"Population by Single Year of Age","Number"
"0",""
"Female","506"
"Male","561"
"1",""
"Female","480"
"Male","580"
"10",""
"Female","933"
"Male","1012"
"11",""
"Female","854"
"Male","896"
"12",""
"Female","1022"
"Male","1060"
"13",""
"Female","965"
"Male","933"
"14",""
"Female","992"
"Male","1008"
"15",""
"Female","903"
"Male","854"
"16",""
"Female","867"
"Male","820"
"17",""
"Female","878"
"Male","733"
"18",""
"Female","885"
"Male","738"
"19",""
"Female","637"
"Male","483"
"2",""
"Female","536"
"Male","616"
"20",""
"Female","729"
"Male","481"
"21",""
"Female","613"
"Male","419"
"22",""
"Female","790"
"Male","564"
"23",""
"Female","583"
"Male","412"
"24",""
"Female","540"
"Male","447"
"25",""
"Female","747"
"Male","546"
"26",""
"Female","588"
"Male","502"
"27",""
"Female","588"
"Male","521"
"28",""
"Female","549"
"Male","492"
"29",""
"Female","317"
"Male","309"
"3",""
"Female","532"
"Male","576"
"30",""
"Female","752"
"Male","559"
"31",""
"Female","294"
"Male","257"
"32",""
"Female","500"
"Male","426"
"33",""
"Female","353"
"Male","322"
"34",""
"Female","302"
"Male","311"
"35",""
"Female","788"
"Male","640"
"36",""
"Female","367"
"Male","340"
"37",""
"Female","275"
"Male","293"
"38",""
"Female","365"
"Male","344"
"39",""
"Female","259"
"Male","238"
"4",""
"Female","668"
"Male","694"
"40",""
"Female","743"
"Male","640"
"41",""
"Female","224"
"Male","242"
"42",""
"Female","361"
"Male","346"
"43",""
"Female","237"
"Male","258"
"44",""
"Female","222"
"Male","214"
"45",""
"Female","533"
"Male","509"
"46",""
"Female","226"
"Male","256"
"47",""
"Female","217"
"Male","217"
"48",""
"Female","296"
"Male","314"
"49",""
"Female","171"
"Male","205"
"5",""
"Female","668"
"Male","782"
"50",""
"Female","505"
"Male","496"
"51",""
"Female","171"
"Male","177"
"52",""
"Female","248"
"Male","273"
"53",""
"Female","144"
"Male","158"
"54",""
"Female","134"
"Male","127"
"55",""
"Female","332"
"Male","313"
"56",""
"Female","197"
"Male","172"
"57",""
"Female","166"
"Male","190"
"58",""
"Female","165"
"Male","183"
"59",""
"Female","151"
"Male","126"
"6",""
"Female","731"
"Male","755"
"60",""
"Female","423"
"Male","396"
"61",""
"Female","152"
"Male","154"
"62",""
"Female","180"
"Male","141"
"63",""
"Female","98"
"Male","110"
"64",""
"Female","83"
"Male","89"
"65",""
"Female","250"
"Male","263"
"66",""
"Female","118"
"Male","94"
"67",""
"Female","152"
"Male","139"
"68",""
"Female","125"
"Male","157"
"69",""
"Female","66"
"Male","71"
"7",""
"Female","845"
"Male","829"
"70",""
"Female","215"
"Male","197"
"71",""
"Female","43"
"Male","63"
"72",""
"Female","91"
"Male","86"
"73",""
"Female","64"
"Male","70"
"74",""
"Female","42"
"Male","45"
"75",""
"Female","134"
"Male","114"
"76",""
"Female","66"
"Male","60"
"77",""
"Female","75"
"Male","69"
"78",""
"Female","99"
"Male","83"
"79",""
"Female","28"
"Male","29"
"8",""
"Female","850"
"Male","918"
"80",""
"Female","107"
"Male","68"
"81",""
"Female","22"
"Male","24"
"82",""
"Female","26"
"Male","30"
"83",""
"Female","26"
"Male","26"
"84",""
"Female","27"
"Male","26"
"85",""
"Female","143"
"Male","130"
"9",""
"Female","790"
"Male","831"
