"Population by Five Years Age Group","Number"
"0-4",""
"Female","2722"
"Male","3027"
"10-14",""
"Female","4766"
"Male","4909"
"15-19",""
"Female","4170"
"Male","3628"
"20-24",""
"Female","3255"
"Male","2323"
"25-29",""
"Female","2789"
"Male","2370"
"30-34",""
"Female","2201"
"Male","1875"
"35-39",""
"Female","2054"
"Male","1855"
"40-44",""
"Female","1787"
"Male","1700"
"45-49",""
"Female","1443"
"Male","1501"
"50-54",""
"Female","1202"
"Male","1231"
"55-59",""
"Female","1011"
"Male","984"
"5-9",""
"Female","3884"
"Male","4115"
"60-64",""
"Female","936"
"Male","890"
"65-69",""
"Female","711"
"Male","724"
"70-74",""
"Female","455"
"Male","461"
"75+",""
"Female","753"
"Male","659"
