"Population by Caste Ethinicity","Number"
"Badi",""
"Female","48"
"Male","47"
"","95"
"Brahman - Hill",""
"Female","549"
"Male","510"
"","1059"
"Chhetri",""
"Female","12653"
"Male","11728"
"","24381"
"Dalit Others",""
"Female","23"
"Male","19"
"","42"
"Damai/Dholi",""
"Female","459"
"Male","489"
"","948"
"Kami",""
"Female","1883"
"Male","1881"
"","3764"
"Magar",""
"Female","929"
"Male","876"
"","1805"
"Others",""
"Female","12"
"Male","5"
"","17"
"Sanyasi/Dasnami",""
"Female","256"
"Male","226"
"","482"
"Sarki",""
"Female","160"
"Male","167"
"","327"
"Terai Others",""
"Female","9"
"Male","12"
"","21"
"Thakuri",""
"Female","611"
"Male","566"
"","1177"
