"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4"
"Cow Dung","13"
"Electricity Fuel","0"
"KeroseneFuel","9"
"LP Gas","8"
"Not Sated about Fuel","26"
"OthersFuel","1"
"Wood/FireWood","5845"
"Total","5906"
