"Population by Five Years Age Group","Number"
"0-4",""
"Female","1241"
"Male","1261"
"10-14",""
"Female","1653"
"Male","1635"
"15-19",""
"Female","1548"
"Male","1242"
"20-24",""
"Female","1223"
"Male","587"
"25-29",""
"Female","964"
"Male","455"
"30-34",""
"Female","675"
"Male","426"
"35-39",""
"Female","663"
"Male","432"
"40-44",""
"Female","584"
"Male","462"
"45-49",""
"Female","494"
"Male","469"
"50-54",""
"Female","475"
"Male","426"
"55-59",""
"Female","408"
"Male","397"
"5-9",""
"Female","1541"
"Male","1497"
"60-64",""
"Female","339"
"Male","333"
"65-69",""
"Female","225"
"Male","228"
"70-74",""
"Female","169"
"Male","157"
"75+",""
"Female","194"
"Male","208"
