"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","10"
"Male","15"
"","25"
"Gurung",""
"Female","9"
"Male","4"
"","13"
"Magar",""
"Female","145"
"Male","100"
"","245"
"Maithili",""
"Female","10"
"Male","24"
"","34"
"Nepali",""
"Female","3982"
"Male","3885"
"","7867"
"Newar",""
"Female","21"
"Male","15"
"","36"
"Not Reported",""
"Female","10"
"Male","9"
"","19"
"Others",""
"Female","9"
"Male","6"
"","15"
"Sherpa",""
"Female","756"
"Male","715"
"","1471"
"Tamang",""
"Female","2834"
"Male","2477"
"","5311"
"Thami",""
"Female","1817"
"Male","1596"
"","3413"
