"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","255"
"Male","238"
"","493"
"Chhetri",""
"Female","2064"
"Male","1942"
"","4006"
"Damai/Dholi",""
"Female","166"
"Male","186"
"","352"
"Gharti/Bhujel",""
"Female","119"
"Male","148"
"","267"
"Gurung",""
"Female","75"
"Male","59"
"","134"
"Hajam/Thakur",""
"Female","5"
"Male","6"
"","11"
"Kami",""
"Female","439"
"Male","431"
"","870"
"Koiri/Kushwaha",""
"Female","5"
"Male","6"
"","11"
"Magar",""
"Female","286"
"Male","264"
"","550"
"Newar",""
"Female","538"
"Male","532"
"","1070"
"Others",""
"Female","28"
"Male","35"
"","63"
"Sarki",""
"Female","95"
"Male","77"
"","172"
"Sherpa",""
"Female","762"
"Male","724"
"","1486"
"Sunuwar",""
"Female","5"
"Male","7"
"","12"
"Tamang",""
"Female","2861"
"Male","2509"
"","5370"
"Thakuri",""
"Female","34"
"Male","40"
"","74"
"Thami",""
"Female","1866"
"Male","1642"
"","3508"
