"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","0"
"Electricity Fuel","1"
"KeroseneFuel","13"
"LP Gas","41"
"Not Sated about Fuel","19"
"OthersFuel","1"
"Wood/FireWood","4343"
"Total","4418"
