"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","244"
"Cow Dung","7"
"Electricity","7"
"Kerosene","41"
"LP Gas","758"
"Not stated","41"
"Others","8"
"Wood/Firewood","7858"
"Total","8964"
