"Population by Single Year of Age","Number"
"0",""
"Female","368"
"Male","399"
"1",""
"Female","372"
"Male","434"
"10",""
"Female","565"
"Male","607"
"11",""
"Female","525"
"Male","565"
"12",""
"Female","672"
"Male","667"
"13",""
"Female","545"
"Male","562"
"14",""
"Female","519"
"Male","501"
"15",""
"Female","539"
"Male","491"
"16",""
"Female","494"
"Male","369"
"17",""
"Female","506"
"Male","368"
"18",""
"Female","506"
"Male","324"
"19",""
"Female","399"
"Male","225"
"2",""
"Female","420"
"Male","488"
"20",""
"Female","500"
"Male","231"
"21",""
"Female","376"
"Male","208"
"22",""
"Female","450"
"Male","248"
"23",""
"Female","352"
"Male","207"
"24",""
"Female","392"
"Male","273"
"25",""
"Female","453"
"Male","282"
"26",""
"Female","349"
"Male","251"
"27",""
"Female","336"
"Male","247"
"28",""
"Female","348"
"Male","236"
"29",""
"Female","241"
"Male","156"
"3",""
"Female","439"
"Male","444"
"30",""
"Female","454"
"Male","248"
"31",""
"Female","214"
"Male","161"
"32",""
"Female","289"
"Male","190"
"33",""
"Female","228"
"Male","136"
"34",""
"Female","161"
"Male","151"
"35",""
"Female","438"
"Male","245"
"36",""
"Female","205"
"Male","114"
"37",""
"Female","223"
"Male","135"
"38",""
"Female","238"
"Male","149"
"39",""
"Female","179"
"Male","122"
"4",""
"Female","493"
"Male","505"
"40",""
"Female","411"
"Male","219"
"41",""
"Female","184"
"Male","115"
"42",""
"Female","218"
"Male","155"
"43",""
"Female","147"
"Male","125"
"44",""
"Female","136"
"Male","98"
"45",""
"Female","290"
"Male","212"
"46",""
"Female","152"
"Male","108"
"47",""
"Female","130"
"Male","108"
"48",""
"Female","171"
"Male","129"
"49",""
"Female","171"
"Male","120"
"5",""
"Female","507"
"Male","567"
"50",""
"Female","308"
"Male","217"
"51",""
"Female","160"
"Male","96"
"52",""
"Female","156"
"Male","138"
"53",""
"Female","117"
"Male","90"
"54",""
"Female","99"
"Male","85"
"55",""
"Female","204"
"Male","159"
"56",""
"Female","120"
"Male","103"
"57",""
"Female","131"
"Male","104"
"58",""
"Female","127"
"Male","105"
"59",""
"Female","135"
"Male","108"
"6",""
"Female","516"
"Male","488"
"60",""
"Female","252"
"Male","169"
"61",""
"Female","134"
"Male","96"
"62",""
"Female","115"
"Male","94"
"63",""
"Female","95"
"Male","80"
"64",""
"Female","79"
"Male","76"
"65",""
"Female","162"
"Male","95"
"66",""
"Female","57"
"Male","59"
"67",""
"Female","101"
"Male","100"
"68",""
"Female","76"
"Male","96"
"69",""
"Female","46"
"Male","53"
"7",""
"Female","542"
"Male","586"
"70",""
"Female","126"
"Male","98"
"71",""
"Female","44"
"Male","48"
"72",""
"Female","54"
"Male","51"
"73",""
"Female","39"
"Male","45"
"74",""
"Female","22"
"Male","26"
"75",""
"Female","72"
"Male","54"
"76",""
"Female","22"
"Male","21"
"77",""
"Female","24"
"Male","30"
"78",""
"Female","31"
"Male","30"
"79",""
"Female","14"
"Male","15"
"8",""
"Female","565"
"Male","585"
"80",""
"Female","33"
"Male","17"
"81",""
"Female","8"
"Male","13"
"82",""
"Female","24"
"Male","16"
"83",""
"Female","11"
"Male","8"
"84",""
"Female","18"
"Male","16"
"85",""
"Female","40"
"Male","27"
"9",""
"Female","505"
"Male","579"
