"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","17"
"Cow Dung","3"
"Electricity Fuel","0"
"KeroseneFuel","8"
"LP Gas","4"
"Not Sated about Fuel","83"
"OthersFuel","2"
"Wood/FireWood","5363"
"Total","5480"
