"Population by Religion","Number"
"Bahai","2"
"Bon","0"
"Buddism","2"
"Christianity","1"
"Hindu","33210"
"Islam","1"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","8"
"Total","33224"
