"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","22"
"Cow Dung","2"
"Electricity Fuel","1"
"KeroseneFuel","13"
"LP Gas","106"
"Not Sated about Fuel","15"
"OthersFuel","1"
"Wood/FireWood","3728"
"Total","3888"
