"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","956"
"Christianity","352"
"Hindu","17786"
"Islam","14"
"Jainism","0"
"Kirat","0"
"Prakriti","12"
"Sikhism","0"
"Undefined","10"
"Total","19130"
