"Population by Mother tongue","Number"
"Bantawa",""
"Female","14"
"Male","21"
"Chamling",""
"Female","2784"
"Male","2463"
"Magar",""
"Female","797"
"Male","692"
"Majhi",""
"Female","59"
"Male","48"
"Nepali",""
"Female","2342"
"Male","2138"
"Newar",""
"Female","7"
"Male","9"
"Not Reported",""
"Female","11"
"Male","7"
"Others",""
"Female","7"
"Male","23"
"Rai",""
"Female","40"
"Male","38"
"Sherpa",""
"Female","30"
"Male","14"
"Sunuwar",""
"Female","5"
"Male","7"
"Tamang",""
"Female","209"
"Male","183"
"Tilung",""
"Female","11"
"Male","9"
"Wambule",""
"Female","14"
"Male","10"
