"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","77"
"Male","56"
"Chamling",""
"Female","212"
"Male","187"
"Chhetri",""
"Female","1524"
"Male","1413"
"Damai/Dholi",""
"Female","200"
"Male","178"
"Gharti/Bhujel",""
"Female","53"
"Male","50"
"Kami",""
"Female","270"
"Male","234"
"Magar",""
"Female","799"
"Male","699"
"Majhi",""
"Female","61"
"Male","50"
"Newar",""
"Female","11"
"Male","12"
"Others",""
"Female","13"
"Male","15"
"Rai",""
"Female","2821"
"Male","2506"
"Sanyasi/Dasnami",""
"Female","5"
"Male","7"
"Sarki",""
"Female","38"
"Male","49"
"Sherpa",""
"Female","30"
"Male","14"
"Sunuwar",""
"Female","5"
"Male","7"
"Tamang",""
"Female","211"
"Male","185"
