"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","7"
"Electricity","0"
"Kerosene","6"
"LP Gas","0"
"Not stated","5"
"Others","0"
"Wood/Firewood","2297"
"Total","2316"
