"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1450"
"Cow Dung","10"
"Electricity Fuel","5"
"KeroseneFuel","32"
"LP Gas","765"
"Not Sated about Fuel","76"
"OthersFuel","7"
"Wood/FireWood","5710"
"Total","8055"
