"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1166"
"Cow Dung","167"
"Electricity Fuel","1"
"KeroseneFuel","53"
"LP Gas","1686"
"Not Sated about Fuel","27"
"OthersFuel","16"
"Wood/FireWood","7140"
"Total","10256"
