"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","14"
"Cow Dung","3"
"Electricity Fuel","6"
"KeroseneFuel","9"
"LP Gas","870"
"Not Sated about Fuel","8"
"OthersFuel","9"
"Wood/FireWood","3676"
"Total","4595"
